step,Blue,Pink,Red,Orange,MeanIncome,MoransI_Orange,MoransI_Red,MoransI_Red_within_high,MoransI_Red_within_median,MoransI_Red_within_low,gamma,seed
33,817,518,465,0,4372467.339213718,0.0,0.06937193957739998,-0.0006256998842589338,-0.009438637579988732,0.02545658520715887,0.6,0
34,835,516,449,0,4840629.0122487545,0.0,0.0618049390481397,-0.0006256998842589338,-0.007771484673855722,0.012875332982749507,0.6,0
35,852,514,434,0,5285808.701457322,0.0,0.06697951283341903,0.005596465390279126,6.708877800186191e-05,0.020585697430131406,0.6,0
36,867,506,427,0,5824129.400697846,0.0,0.05728697893407111,0.005596465390279126,-0.012420128156318388,0.013685316388883298,0.6,0
37,874,510,416,0,6363590.234579136,0.0,0.0548249930426624,0.005596465390279126,-0.00790075794771626,0.005392446545609985,0.6,0
38,891,499,410,0,6946634.597856478,0.0,0.05130214354787375,0.005596465390279126,-0.014087369882645947,0.012896214243371572,0.6,0
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.6,1
1,247,1553,0,0,254739.20282067472,0.0,0.0,0.0,0.0,0.0,0.6,1
2,186,1478,136,0,314738.77286421333,0.0,0.03644707553948358,-0.004639712148470634,0.021934611369459994,0.019702303748994794,0.6,1
3,147,1369,284,0,378347.42473238334,0.0,0.039395252083613,0.028571428571427658,0.009270039386076135,0.006748563069280963,0.6,1
4,124,1287,389,0,439156.005890866,0.0,0.054574869288427134,-0.0075877020102487445,0.019965528563614818,-0.0014954906937929351,0.6,1
5,116,1208,476,0,495860.6097918859,0.0,0.0789282542232186,-0.0025767734610642533,0.034637573151723,0.010039022306633725,0.6,1
6,112,1144,544,0,547350.9154060011,0.0,0.08297361590155343,-0.008474576271186288,0.023018830453938054,0.009385373882470778,0.6,1
7,113,1091,596,0,599410.0814422272,0.0,0.10045739885697053,0.009118417342723478,0.026477836486924984,-0.00018788683443428505,0.6,1
8,132,1028,640,0,648232.8344369235,0.0,0.1007147603632862,0.009118417342723478,0.007814906945696537,-0.008620851832738769,0.6,1
9,154,964,682,0,702115.8786201718,0.0,0.11702889571914954,-0.010606663973095686,0.004007631673953952,0.003326068180204336,0.6,1
10,170,924,706,0,755351.73224021,0.0,0.13292474721897904,-0.010606663973095686,0.013756501799608937,0.00862708479363368,0.6,1
11,177,899,724,0,817868.482644383,0.0,0.1472629061975777,-0.010606663973095686,0.01760947332335244,0.03222328903262799,0.6,1
12,178,882,740,0,885403.7885447335,0.0,0.14134058079453116,-0.002576773461064233,0.002996244526092147,0.015789197099621798,0.6,1
13,217,854,729,0,939886.3552290845,0.0,0.1327688552424404,-0.002576773461064233,7.848321379043092e-05,-0.00828095780881026,0.6,1
14,252,827,721,0,999779.4057068966,0.0,0.1273918149770034,-0.002576773461064233,-0.0011710000447338117,-0.013267310022212101,0.6,1
15,277,803,720,0,1064146.1859027583,0.0,0.1271922810384529,-0.014272970561998947,0.0030825205922481017,-0.021024752313376575,0.6,1
16,297,786,717,0,1140856.0199648186,0.0,0.12444354228830608,-0.027663365588366705,0.00038940952852606174,-0.03045684002424623,0.6,1
17,316,785,699,0,1218514.5027885323,0.0,0.12082342024865057,-0.023994875837603222,0.0011398508033721364,-0.029511792476646037,0.6,1
18,373,747,680,0,1298415.313098725,0.0,0.11148833433900998,-0.023994875837603222,-0.002295467415458799,-0.025093059955908943,0.6,1
19,418,715,667,0,1388319.9876088493,0.0,0.10912381453734823,-0.019307295504789004,-0.004487259947283207,-0.023303544704323154,0.6,1
20,463,684,653,0,1497616.4830752464,0.0,0.10813107434304937,-0.019307295504789004,-0.00032062371289486784,-0.012784880489160644,0.6,1
21,495,671,634,0,1603996.6745542556,0.0,0.11238344722617667,-0.019307295504789004,0.00947230037470367,0.0032107002475651766,0.6,1
22,539,647,614,0,1729020.1104605002,0.0,0.09322063313825368,-0.019307295504789004,-0.011024643320364385,-0.007358502115232394,0.6,1
23,570,636,594,0,1853115.0726762593,0.0,0.08853403916549993,-0.019307295504789004,-0.007222510912835876,-0.007012143260421748,0.6,1
24,602,623,575,0,2004668.4552386126,0.0,0.08953274744006731,-0.019307295504789004,0.0034914250811943423,-0.008462402199211709,0.6,1
25,629,617,554,0,2186874.850936069,0.0,0.08920882644783763,-0.0162213606908421,0.011652098942557152,-0.0071597640267900674,0.6,1
26,663,594,543,0,2374437.337144655,0.0,0.08754928530020317,-0.0162213606908421,0.010659055905038751,-0.002178448215720278,0.6,1
27,693,580,527,0,2579109.2600272233,0.0,0.08322037389448551,-0.011162920018486004,0.0023462782764406666,0.002988455968306109,0.6,1
28,725,560,515,0,2794878.076597224,0.0,0.08155400582819342,-0.011162920018486004,0.006380178530556444,0.0027645336413955673,0.6,1
29,744,555,501,0,3017732.6895009894,0.0,0.08442113265297611,-0.011162920018486004,0.013381899638638246,0.011842981052928813,0.6,1
30,758,559,483,0,3274494.860564004,0.0,0.07464097986797322,-0.011162920018486004,0.0065777283676113464,0.0060883497367819304,0.6,1
31,778,556,466,0,3577744.5736330226,0.0,0.07526471213231993,-0.0049678550555230985,0.009051329106932699,0.008854789264195563,0.6,1
32,800,547,453,0,3884047.1580081303,0.0,0.07115474939145044,-0.0049678550555230985,0.010984735109248885,0.00254319685896735,0.6,1
33,820,544,436,0,4250688.769716346,0.0,0.07252906670120932,0.0015496368038735255,0.018084541917226398,-0.003793189278655705,0.6,1
34,840,540,420,0,4628815.029530567,0.0,0.07483314841174141,0.0015496368038735255,0.02420785928315105,-0.00035768731071854256,0.6,1
35,853,542,405,0,5042214.256064072,0.0,0.06966290589118684,0.0015496368038735255,0.014891965219750612,0.0018873226561797807,0.6,1
36,873,528,399,0,5568469.897117277,0.0,0.07086644811289262,0.0015496368038735255,0.015734510494226778,0.004452131777618925,0.6,1
37,892,522,386,0,6069959.157610094,0.0,0.07464392789698542,0.009126466753584956,0.014023611505909304,0.01930825925971001,0.6,1
38,907,516,377,0,6631105.059751863,0.0,0.07470504261615435,0.016660246533126047,0.014318037335937577,0.018690547884733715,0.6,1
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.6,2
1,227,1573,0,0,257540.57620928827,0.0,0.0,0.0,0.0,0.0,0.6,2
2,181,1463,156,0,326174.69792226586,0.0,0.008653917771487342,-0.009680729678719295,-0.01771961845293933,-0.003413107164746894,0.6,2
3,160,1357,283,0,382891.0782023341,0.0,0.008673428387079156,0.00707928531585877,-0.023629322889316132,-0.012258455177922536,0.6,2
4,141,1269,390,0,444352.32824511494,0.0,0.022438332943651672,-0.018303765077450764,-0.04389093233609939,0.020981525923204663,0.6,2
5,123,1194,483,0,503870.102382457,0.0,0.05322305849007863,1.4240505602629778e-05,-0.025386700084376095,0.03861458944142981,0.6,2
6,108,1139,553,0,557975.894731264,0.0,0.06853904809412717,0.0003855043744665044,-0.026042845649681165,0.037074949438016376,0.6,2
7,96,1072,632,0,616595.2778038646,0.0,0.08927482146840315,-0.010321610334747777,-0.014698408088436758,0.007907482482142875,0.6,2
8,106,1013,681,0,669952.5713131665,0.0,0.11355154609236708,-0.006586696406303953,-0.009393295505490852,0.010272555067023143,0.6,2
9,119,953,728,0,727469.8187051264,0.0,0.1355531236296721,-0.006586696406303953,-0.005083203767858609,0.033049917718046745,0.6,2
10,139,922,739,0,778859.5118761549,0.0,0.13051203536048617,-0.006586696406303953,-0.01963844859117701,0.029964894990803678,0.6,2
11,150,878,772,0,841585.0642722584,0.0,0.14449628185982144,-0.006586696406303953,-0.018630131311875853,0.03475049972308926,0.6,2
12,160,863,777,0,902791.7586584929,0.0,0.15057067307730762,-0.00175817551614989,-0.012748261194209402,0.03184160234245141,0.6,2
13,189,844,767,0,960783.417123269,0.0,0.14522660641479754,-0.00175817551614989,-0.007698608455268777,0.021319159742052368,0.6,2
14,221,817,762,0,1023518.5948588229,0.0,0.1377227658165053,-0.00175817551614989,-0.01730865583007455,0.011268709348797395,0.6,2
15,253,802,745,0,1082291.2768777616,0.0,0.13282418950591446,-0.00175817551614989,-0.021428171608806456,0.02468955006788734,0.6,2
16,268,802,730,0,1159474.8341285633,0.0,0.12480453389911621,0.0014829491166961633,-0.02176782540693999,0.019526229608014065,0.6,2
17,285,797,718,0,1238334.3279337522,0.0,0.1211152594047461,0.0014829491166961633,-0.01953444603342726,0.01738144507045068,0.6,2
18,334,763,703,0,1319346.926783827,0.0,0.12131667817327088,0.0014829491166961633,-0.012808677590584187,0.016035185330303226,0.6,2
19,383,732,685,0,1407504.5544747077,0.0,0.11980222598679321,0.0014829491166961633,-0.00938544914904019,0.024929409602898658,0.6,2
20,429,705,666,0,1507667.1864432367,0.0,0.11842436459784379,0.0014829491166961633,-0.0042202479113448155,0.03588286715523532,0.6,2
21,466,686,648,0,1615706.505185754,0.0,0.12135837407882379,0.0014829491166961633,0.01317885253960459,0.034330742146131174,0.6,2
22,509,659,632,0,1747225.440150045,0.0,0.11480382533628582,0.004988988269135237,0.003937930233648559,0.03453051510927884,0.6,2
23,552,640,608,0,1881787.9564399272,0.0,0.1007727542955839,0.004988988269135237,-0.003855500196847762,0.026906009419864176,0.6,2
24,585,624,591,0,2035718.7939100282,0.0,0.10203922577455733,0.004988988269135237,-0.0035170169512488327,0.04190561678219444,0.6,2
25,627,603,570,0,2198808.21095063,0.0,0.0933611249377761,0.004988988269135237,-0.0034877520167150866,0.029678591551394202,0.6,2
26,661,592,547,0,2376726.9006901137,0.0,0.0805215581697324,0.010600165404699784,-0.007720873633636505,0.012709995208261647,0.6,2
27,690,579,531,0,2600199.995757015,0.0,0.06860202609714523,0.010600165404699784,-0.015185783521809139,0.00046664653558277114,0.6,2
28,706,576,518,0,2822175.414507239,0.0,0.06763025248771067,0.010600165404699784,-0.011992873566912116,0.004308612987744379,0.6,2
29,733,567,500,0,3064197.4259471223,0.0,0.06437892464680554,-0.0017476615097410128,-0.00918497078111434,-0.00025458849837398204,0.6,2
30,752,557,491,0,3343465.0176789886,0.0,0.06748742690139857,0.0033787546875585707,-0.007556412528011005,0.00701863365356594,0.6,2
31,787,545,468,0,3618339.8125440576,0.0,0.05567694853407819,0.0033787546875585707,-0.01647693924398587,0.0035002978688130773,0.6,2
32,806,539,455,0,3949833.350752868,0.0,0.05477748107289934,0.0033787546875585707,-0.013195911519821099,0.002194185408666876,0.6,2
33,819,542,439,0,4303858.513430593,0.0,0.05112902567730469,-0.013102918662613693,-0.01605070212501526,0.002563246535623701,0.6,2
34,835,532,433,0,4703580.0803530095,0.0,0.0474545000198012,-0.0316412239102041,-0.01809147100449062,-0.007283857119292943,0.6,2
35,860,519,421,0,5167128.695793208,0.0,0.05136640650105503,-0.0316412239102041,-0.015725138186660135,0.0026328077951549163,0.6,2
36,874,518,408,0,5652819.645852113,0.0,0.044425043724379054,-0.0316412239102041,-0.01906300484652666,-0.004547963794196514,0.6,2
37,896,513,391,0,6141132.093825612,0.0,0.03927876578470392,-0.0316412239102041,-0.016401302774009127,-0.008163557770793993,0.6,2
38,907,509,384,0,6645158.895771103,0.0,0.03842525158897382,-0.0316412239102041,-0.014256157356232682,-0.00929909013004925,0.6,2
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.6,3
1,247,1553,0,0,254657.66136353847,0.0,0.0,0.0,0.0,0.0,0.6,3
2,183,1488,129,0,311021.77013257524,0.0,-0.001390198769056885,-0.01163118965614619,-0.00724608670286297,-0.030149346672497565,0.6,3
3,159,1385,256,0,367332.2162810442,0.0,0.007608554181027032,-0.012942499450182306,-0.0015383689022504298,-0.032083186108726056,0.6,3
4,140,1289,371,0,429231.2814245009,0.0,0.025720450335957462,-0.02394179645485875,0.01290198637712975,-0.028414060669045508,0.6,3
5,122,1209,469,0,487951.7712510836,0.0,0.037036092275125554,-0.02528996099257025,-0.0018558958261701856,-0.01694535868853034,0.6,3
6,107,1151,542,0,542653.718814139,0.0,0.062265292098629854,-0.0316516429422881,0.009395956041715045,-0.0003203599514828248,0.6,3
7,96,1097,607,0,601114.9083926302,0.0,0.07711509242112817,-0.014927238680737143,0.00489775801086194,-0.013070094182843337,0.6,3
8,108,1038,654,0,653451.3678793353,0.0,0.09308735510508687,-0.014927238680737143,0.018404151257665646,-0.019392110510581238,0.6,3
9,121,985,694,0,704643.041960794,0.0,0.11398768324888246,-0.022035550888773292,0.02359486972462815,-0.005543968904700664,0.6,3
10,136,940,724,0,758422.7541006197,0.0,0.12928497157185717,-0.018305814788227633,0.02365382326162117,0.0009299958915150017,0.6,3
11,147,891,762,0,816200.2257011132,0.0,0.14693161211415615,-0.015306178680785862,0.02827077828314285,0.013465541346227154,0.6,3
12,154,839,807,0,891728.3573068307,0.0,0.15191499064091446,-0.008544605761459064,0.019035260541303455,-0.01076657231817059,0.6,3
13,219,789,792,0,945075.3563406955,0.0,0.13895275378531183,-0.006918282944431587,0.010237359745473636,-0.0179285969509815,0.6,3
14,270,760,770,0,1003066.1774891801,0.0,0.13790051635550363,-0.0005911912503693354,0.0100798731795926,-0.012539539371038414,0.6,3
15,282,750,768,0,1068832.0875975925,0.0,0.1280269416935189,-0.0005911912503693354,-0.002346368787569323,-0.021541146675287132,0.6,3
16,306,742,752,0,1136045.8020421222,0.0,0.1263378983582361,-0.009850921531565486,-0.0033121432000626076,-0.009080252833722843,0.6,3
17,335,737,728,0,1203829.5280428056,0.0,0.12460595178579348,-0.022304504981046056,-0.005086358719441691,0.006596929967918283,0.6,3
18,372,720,708,0,1277013.329060571,0.0,0.1183285937969391,-0.022304504981046056,-0.008412435397020522,0.013248935207218163,0.6,3
19,418,702,680,0,1357546.6482542807,0.0,0.1182903783522893,-0.022304504981046056,0.0029970729546742424,0.017383645511541795,0.6,3
20,457,679,664,0,1459990.5165717453,0.0,0.1184687533745682,-0.022304504981046056,0.008332895625520522,0.02928156868138816,0.6,3
21,500,652,648,0,1559495.2107267438,0.0,0.11058501683504202,-0.022304504981046056,0.0060712550153250895,0.017734849287131985,0.6,3
22,551,616,633,0,1673858.3111450928,0.0,0.10559490736866198,-0.034669144039524376,-0.001271615956836371,0.021543611432053904,0.6,3
23,576,614,610,0,1798974.5341989591,0.0,0.08970286679263399,-0.034669144039524376,-0.006993755120826046,0.005468391284255068,0.6,3
24,608,598,594,0,1947055.5694900847,0.0,0.08250973636962602,-0.034669144039524376,-0.005774878892164185,-0.008179305532986875,0.6,3
25,648,573,579,0,2096944.357681378,0.0,0.07687937967829953,-0.029303494215261936,-0.01346022445754243,-0.004115638741805766,0.6,3
26,668,563,569,0,2270610.318192918,0.0,0.07671804540405243,-0.029303494215261936,-0.008328096515079122,-0.005325481763108427,0.6,3
27,697,551,552,0,2459701.154596226,0.0,0.07554487846250504,-0.029303494215261936,-0.001416639610722737,-0.005449036540772376,0.6,3
28,729,540,531,0,2670839.3666973347,0.0,0.07032708699155175,-0.029303494215261936,-0.002977099329591337,0.0017253300066070508,0.6,3
29,755,533,512,0,2907853.920148205,0.0,0.0644876612231988,-0.029303494215261936,-0.00041699529306936974,-0.0029353333236402136,0.6,3
30,770,523,507,0,3205606.3412676924,0.0,0.060141095084760135,-0.023814725802927064,-0.011058876529650536,-0.0029353333236402136,0.6,3
31,783,524,493,0,3506119.36354072,0.0,0.059009273223021574,-0.023814725802927064,-0.007144314749831219,-0.002293411872631042,0.6,3
32,799,520,481,0,3817928.013377833,0.0,0.05080605778901253,-0.023814725802927064,-0.024881763913998566,0.0062066112947311,0.6,3
33,826,512,462,0,4171878.485060768,0.0,0.05314708035328155,-0.023814725802927064,-0.020287753354914635,0.018237731174989395,0.6,3
34,843,504,453,0,4533436.508469463,0.0,0.055081827504349305,-0.020785181066355914,-0.016683000024967903,0.016165917179235503,0.6,3
35,851,514,435,0,4972729.971833189,0.0,0.054190818256139375,-0.020785181066355914,-0.011726150527646162,0.011937812326485256,0.6,3
36,868,515,417,0,5446356.999879662,0.0,0.05267339336140318,-0.01493724441315364,-0.009650044276575879,0.01257003106440033,0.6,3
37,875,515,410,0,5978821.445168882,0.0,0.04976865747451653,-0.01493724441315364,-0.017305638120006826,0.019172544844866444,0.6,3
38,893,507,400,0,6529808.833433683,0.0,0.053691045796306215,-0.00883728989776517,-0.011910105128914463,0.0213667218336364,0.6,3
0,1800,0,0,0,190000.0,0.0,0.0,0.0,0.0,0.0,0.6,4
1,251,1549,0,0,256130.91538773247,0.0,0.0,0.0,0.0,0.0,0.6,4
2,172,1481,147,0,321600.1375994445,0.0,0.018322902032649357,0.17296932278603722,-0.023973825104103008,0.023730230226412963,0.6,4
3,152,1359,289,0,381794.707868863,0.0,0.04082611616118654,0.04156825696740748,-0.0067029607295432374,0.029168074937282917,0.6,4
4,135,1286,379,0,438457.7822019872,0.0,0.025745428752072322,0.01531023368251426,-0.021128757799205748,0.007795068523211847,0.6,4
5,113,1238,449,0,494069.2817537877,0.0,0.02510040418259143,-0.010938458392966817,-0.037522938840879046,0.005597115660812391,0.6,4
6,110,1158,532,0,550515.9819634486,0.0,0.05707504332968046,-0.0010727842878355102,-0.00834725085639585,0.01160675777754573,0.6,4
7,103,1103,594,0,602086.9427923635,0.0,0.06644004734301753,-0.004708904109589257,-0.012752118719148211,-0.01166882149812544,0.6,4
8,114,1025,661,0,659334.8971632357,0.0,0.10684221543355935,-0.004708904109589257,0.007836383782556739,0.02412304597192462,0.6,4
9,127,986,687,0,715405.4361663132,0.0,0.115870736618526,0.007473822278880693,0.002961683010916933,0.01641173840258081,0.6,4
10,132,941,727,0,778082.7161412924,0.0,0.1250182557304979,0.007473822278880693,0.003590796691032086,0.01120972677194751,0.6,4
11,151,896,753,0,833660.2760084731,0.0,0.13998918225188162,0.015310233682514105,0.017746691718962718,-0.002119631394596307,0.6,4
12,162,863,775,0,901162.6456826851,0.0,0.13791179939097148,0.015310233682513961,0.003277740287285336,-0.008637873754154203,0.6,4
13,215,827,758,0,959570.5921197551,0.0,0.12949469767473387,0.015310233682513961,-0.0005189413596271828,-0.010296325280858318,0.6,4
14,260,795,745,0,1025623.6684363141,0.0,0.11690179915309669,0.015310233682513961,-0.0056870646324072545,-0.015291340872735058,0.6,4
15,278,786,736,0,1092656.5695246032,0.0,0.10994377132472312,0.015310233682513961,-0.009417248785905302,-0.01773414981421094,0.6,4
16,291,774,735,0,1170062.9871471808,0.0,0.11327933795843582,0.015310233682513961,-0.01027683984874658,-0.007013658176448334,0.6,4
17,313,760,727,0,1256919.6638046568,0.0,0.12089290247906233,0.015310233682513961,-0.004695209294922258,0.009433561137727168,0.6,4
18,375,718,707,0,1342061.062305876,0.0,0.11163163133910792,0.015310233682513961,-0.0012149069521623706,-0.0036308280962322665,0.6,4
19,420,689,691,0,1433706.8868654254,0.0,0.10682129760377461,0.015310233682513961,-0.004379205000776375,0.004450174232048212,0.6,4
20,459,663,678,0,1535713.1406111857,0.0,0.10277858117992128,0.015310233682513961,0.00047298190798088864,-0.004639020690385017,0.6,4
21,493,641,666,0,1644757.48079332,0.0,0.10086558759408297,0.006719284854969199,-0.0009672178823117059,-0.0044296788482835,0.6,4
22,558,601,641,0,1760268.4559531705,0.0,0.09768371295488834,0.012076423936552935,-0.0021922016825549114,0.008844004552260512,0.6,4
23,593,583,624,0,1901811.9238852498,0.0,0.09493503435664029,0.019644648466039735,-0.0059646843441801605,0.012475297872506667,0.6,4
24,643,556,601,0,2042339.7684026295,0.0,0.08258991137534372,-0.0065515187611665015,-0.009489868048258358,-0.003322259136212412,0.6,4
25,660,556,584,0,2207959.14374326,0.0,0.07795718742889961,-0.0001329140413791465,-0.015461454485844555,-0.0013236573247301093,0.6,4
26,693,537,570,0,2401436.8256647526,0.0,0.07468473065555954,-0.0001329140413791465,-0.014612212645351721,-0.002689677885633009,0.6,4
27,724,523,553,0,2597267.480919777,0.0,0.07103975139051444,-0.0001329140413791465,-0.008196898673843737,-0.008676150613824969,0.6,4
28,749,509,542,0,2808683.0119237853,0.0,0.06682170146103807,0.004940738468826857,-0.005989679432548582,-0.016941633947447594,0.6,4
29,764,507,529,0,3066105.6572600887,0.0,0.0654080342859022,0.004940738468826857,-0.006869346151878342,-0.014890040195018356,0.6,4
30,786,500,514,0,3308011.305041151,0.0,0.06143908069245839,0.004940738468826857,-0.006776157240967863,-0.014210432324750069,0.6,4
31,803,497,500,0,3614508.451085137,0.0,0.06629111214978502,0.004940738468826857,0.0033504798190481188,-0.00689602724125261,0.6,4
32,822,491,487,0,3928734.0652286033,0.0,0.060183855286075796,0.004940738468826857,0.0015966062179159294,-0.018079566592404533,0.6,4
33,836,486,478,0,4316973.190643905,0.0,0.061113859613525265,0.010569201700518945,0.00424769793624426,-0.01809594052688593,0.6,4
34,851,487,462,0,4748628.53140037,0.0,0.06029165386334735,0.010569201700518945,0.009812288950969085,-0.02168776492152536,0.6,4
35,860,487,453,0,5186998.101824966,0.0,0.06607468501830929,0.010569201700518945,0.01483654118860076,-0.006083804315107026,0.6,4
36,881,481,438,0,5674516.676998954,0.0,0.06379759570494446,-0.011996560177272625,0.016242177377378462,-0.012613530236351452,0.6,4
37,887,484,429,0,6220483.061327947,0.0,0.06137149422882115,-0.011996560177272625,0.013365650248230408,-0.00669513211041456,0.6,4
38,887,489,424,0,6832222.601788524,0.0,0.06592246078788364,-0.011996560177272625,0.02176353556675847,-0.004242869495679852,0.6,4
